Block,Rep,Box,Leaf,Disk,Env,FocalSR,CompSR,Dens,Type,Focalfemale,FocalDead,FocalDrowned,FocalMissing,NumbDeadComp,NumberOfEggs,NumberOfEggsBelow,TeMales,TeFemales,TeQuiescentfemales,TuMales,TuFemales,TuQuiescentfemales,Observations
4,4,3,4,14,N,2,NA,10,INTRA,Tu,0,3,0,0,109,0,NA,NA,NA,8,10,2,NA
4,4,3,3,15,Cd,2,NA,10,INTRA,Tu,0,1,0,0,71,0,NA,NA,NA,7,7,6,NA
4,4,3,4,16,Cd,2,NA,10,INTRA,Tu,2,0,0,0,26,0,NA,NA,NA,0,0,0,NA
4,4,1,3,1,N,4,NA,1,INTRA,Te,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4,4,1,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,21,0,0,10,0,NA,NA,NA,NA
4,4,1,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,3,0,0,1,0,NA,NA,NA,NA
4,4,1,4,4,Cd,4,NA,1,INTRA,Te,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA
4,4,1,3,5,N,4,NA,2,INTRA,Te,1,0,0,0,18,0,4,9,1,NA,NA,NA,NA
4,4,1,4,6,N,4,NA,2,INTRA,Te,1,0,0,0,37,0,4,20,3,NA,NA,NA,NA
4,4,1,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,2,0,1,1,0,NA,NA,NA,NA
4,4,1,4,8,Cd,4,NA,2,INTRA,Te,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4,4,1,3,9,N,4,NA,4,INTRA,Te,1,1,0,0,40,0,3,1,4,NA,NA,NA,NA
4,4,1,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,71,0,15,33,1,NA,NA,NA,NA
4,4,1,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,3,0,0,0,0,NA,NA,NA,NA
4,4,1,4,12,Cd,4,NA,4,INTRA,Te,0,0,0,0,27,0,4,8,2,NA,NA,NA,NA
4,4,1,3,13,N,4,NA,10,INTRA,Te,0,2,0,0,130,0,3,10,8,NA,NA,NA,NA
4,4,1,4,14,N,4,NA,10,INTRA,Te,1,0,0,0,236,0,7,11,7,NA,NA,NA,NA
4,4,1,3,15,Cd,4,NA,10,INTRA,Te,1,0,0,0,154,0,7,16,10,NA,NA,NA,NA
4,4,1,4,16,Cd,4,NA,10,INTRA,Te,0,0,0,0,23,0,1,1,4,NA,NA,NA,NA
4,4,2,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,15,0,2,9,1,NA,NA,NA,NA
4,4,2,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,25,0,1,16,2,NA,NA,NA,NA
4,4,2,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,2,0,0,1,1,NA,NA,NA,NA
4,4,2,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,18,0,3,7,1,NA,NA,NA,NA
4,4,2,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,98,0,3,36,0,NA,NA,NA,NA
4,4,2,4,6,N,4,NA,2,INTRA,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3 females 
4,4,2,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,8,0,1,0,0,NA,NA,NA,NA
4,4,2,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,8,0,1,1,0,NA,NA,NA,NA
4,4,2,3,9,N,4,NA,4,INTRA,Te,1,0,0,0,134,0,6,40,6,NA,NA,NA,NA
4,4,2,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,112,0,7,27,7,NA,NA,NA,NA
4,4,2,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,12,0,3,6,0,NA,NA,NA,NA
4,4,2,4,12,Cd,4,NA,4,INTRA,Te,1,0,0,0,58,0,5,20,4,NA,NA,NA,NA
4,4,2,3,13,N,4,NA,10,INTRA,Te,0,0,0,0,235,0,0,3,0,NA,NA,NA,NA
4,4,2,4,14,N,4,NA,10,INTRA,Te,2,0,0,0,208,0,8,16,4,NA,NA,NA,NA
4,4,2,3,15,Cd,4,NA,10,INTRA,Te,0,1,0,0,112,0,6,17,2,NA,NA,NA,NA
4,4,2,4,16,Cd,4,NA,10,INTRA,Te,1,3,0,0,39,0,6,2,0,NA,NA,NA,NA
4,4,3,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,15,0,2,8,2,NA,NA,NA,NA
4,4,3,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,16,0,2,8,5,NA,NA,NA,NA
4,4,3,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,9,0,0,4,0,NA,NA,NA,NA
4,4,3,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,18,0,1,2,4,NA,NA,NA,NA
4,4,3,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,42,0,2,12,7,NA,NA,NA,NA
4,4,3,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,53,0,7,20,4,NA,NA,NA,NA
4,4,3,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,10,0,0,9,0,NA,NA,NA,NA
4,4,3,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,4,0,2,0,0,NA,NA,NA,NA
4,4,3,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,68,0,0,1,3,NA,NA,NA,NA
4,4,3,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,71,0,9,3,0,NA,NA,NA,NA
4,4,3,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,2,0,3,1,0,NA,NA,NA,NA
4,4,3,4,12,Cd,4,NA,4,INTRA,Te,0,0,0,0,19,0,3,7,0,NA,NA,NA,NA
4,4,3,3,13,N,4,NA,10,INTRA,Te,0,2,0,0,73,0,4,8,2,NA,NA,NA,NA
4,4,3,4,14,N,4,NA,10,INTRA,Te,1,0,0,0,157,0,121,56,9,NA,NA,NA,NA
4,4,3,3,15,Cd,4,NA,10,INTRA,Te,0,0,0,0,55,0,5,8,3,NA,NA,NA,NA
4,4,3,4,16,Cd,4,NA,10,INTRA,Te,0,0,0,0,16,0,3,6,1,NA,NA,NA,NA
4,4,1,3,1,N,4,1,2,INTER,Te,0,0,0,0,24,0,0,2,3,2,0,0,NA
4,4,1,4,2,N,4,1,2,INTER,Te,0,0,0,0,37,0,5,10,2,1,1,5,NA
4,4,1,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,2,0,0,0,0,0,0,0,NA
4,4,1,4,4,Cd,4,1,2,INTER,Te,1,0,0,0,4,0,0,0,0,0,0,0,NA
4,4,1,3,5,N,4,1,4,INTER,Te,0,0,0,2,39,0,1,13,0,2,5,0,NA
4,4,1,4,6,N,4,1,4,INTER,Te,1,0,0,2,64,0,4,8,2,4,4,3,NA
4,4,1,3,7,Cd,4,1,4,INTER,Te,0,0,0,3,3,0,1,0,0,0,0,0,NA
4,4,1,4,8,Cd,4,1,4,INTER,Te,0,0,0,1,19,0,2,5,0,0,0,0,NA
4,4,1,3,9,N,4,1,10,INTER,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 Te females
4,4,1,4,10,N,4,1,10,INTER,Te,1,0,0,3,164,0,2,5,1,1,4,3,NA
4,4,1,3,11,Cd,4,1,10,INTER,Te,0,0,0,2,28,0,0,4,1,0,2,0,NA
4,4,1,4,12,Cd,4,1,10,INTER,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 Tu females
4,4,2,3,1,N,4,1,2,INTER,Te,0,0,0,1,12,0,1,0,2,0,0,0,NA
4,4,2,4,2,N,4,1,2,INTER,Te,0,0,0,1,16,0,1,2,0,0,0,1,NA
4,4,2,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,1,0,0,0,0,0,0,0,NA
4,4,2,4,4,Cd,4,1,2,INTER,Te,1,0,0,1,6,0,0,1,0,1,0,1,NA
4,4,2,3,5,N,4,1,4,INTER,Te,0,0,0,1,36,0,0,0,1,4,5,6,NA
4,4,2,4,6,N,4,1,4,INTER,Te,0,0,0,1,70,0,1,5,3,1,4,0,NA
4,4,2,3,7,Cd,4,1,4,INTER,Te,0,0,0,3,5,0,0,0,0,0,0,0,NA
4,4,2,4,8,Cd,4,1,4,INTER,Te,0,0,0,2,6,0,0,1,0,0,0,0,NA
4,4,2,3,9,N,4,1,10,INTER,Te,0,0,0,4,80,0,4,3,0,1,6,3,NA
4,4,2,4,10,N,4,1,10,INTER,Te,0,0,0,4,115,0,2,8,2,2,6,4,NA
4,4,2,3,11,Cd,4,1,10,INTER,Te,0,0,0,5,18,0,1,2,0,0,0,0,NA
4,4,2,4,12,Cd,4,1,10,INTER,Te,0,0,0,3,21,0,0,0,0,0,0,0,NA
4,4,3,3,1,N,4,1,2,INTER,Te,0,0,0,1,24,0,3,6,2,1,0,0,NA
4,4,3,4,2,N,4,1,2,INTER,Te,0,0,0,0,42,0,2,9,1,0,4,3,NA
4,4,3,3,3,Cd,4,1,2,INTER,Te,0,0,0,1,3,0,10,0,1,0,0,0,NA
4,4,3,4,4,Cd,4,1,2,INTER,Te,1,0,0,1,5,0,1,1,2,0,0,0,NA
4,4,3,3,5,N,4,1,4,INTER,Te,0,0,0,1,28,0,1,1,1,2,0,0,NA
4,4,3,4,6,N,4,1,4,INTER,Te,0,0,0,0,66,0,2,13,3,3,2,0,NA
4,4,3,3,7,Cd,4,1,4,INTER,Te,0,0,0,1,10,0,0,2,0,0,2,1,NA
4,4,3,4,8,Cd,4,1,4,INTER,Te,0,0,0,0,7,0,1,1,0,0,1,0,NA
4,4,3,3,9,N,4,1,10,INTER,Te,0,0,0,6,50,0,0,0,1,0,1,0,NA
4,4,3,4,10,N,4,1,10,INTER,Te,0,0,0,3,154,0,0,1,0,2,4,0,NA
4,4,3,3,11,Cd,4,1,10,INTER,Te,0,0,0,1,17,0,1,1,0,0,0,0,NA
4,4,3,4,12,Cd,4,1,10,INTER,Te,0,0,0,2,38,0,0,1,3,2,3,0,NA
4,4,1,3,1,N,4,2,2,INTER,Te,0,0,0,0,16,0,0,2,0,0,1,0,NA
4,4,1,4,2,N,4,2,2,INTER,Te,0,0,0,0,8,0,0,6,1,0,0,0,NA
4,4,1,3,3,Cd,4,2,2,INTER,Te,0,0,0,0,5,0,0,0,0,0,0,0,NA
4,4,1,4,4,Cd,4,2,2,INTER,Te,0,0,0,0,10,0,0,0,0,0,0,0,NA
4,4,1,3,5,N,4,2,4,INTER,Te,0,0,0,1,20,0,0,1,0,4,3,2,NA
4,4,1,4,6,N,4,2,4,INTER,Te,0,0,0,0,79,0,3,19,0,1,2,1,NA
4,4,1,3,7,Cd,4,2,4,INTER,Te,0,0,0,1,5,0,0,0,0,2,0,0,NA
4,4,1,4,8,Cd,4,2,4,INTER,Te,0,0,0,1,10,0,0,2,0,1,0,0,NA
4,4,1,3,9,N,4,2,10,INTER,Te,0,0,0,1,130,0,1,2,0,2,3,0,NA
4,4,1,4,10,N,4,2,10,INTER,Te,0,0,0,3,141,0,3,14,0,4,2,1,NA
4,4,1,3,11,Cd,4,2,10,INTER,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2 Te females
4,4,1,4,12,Cd,4,2,10,INTER,Te,0,0,0,0,35,0,1,2,0,3,5,0,NA
4,4,2,3,1,N,4,2,2,INTER,Te,0,0,0,0,31,0,2,3,0,2,3,0,NA
4,4,2,4,2,N,4,2,2,INTER,Te,0,0,0,1,17,0,0,0,2,3,3,2,NA
4,4,2,3,3,Cd,4,2,2,INTER,Te,0,0,1,0,6,0,1,1,0,0,0,0,NA
4,4,2,4,4,Cd,4,2,2,INTER,Te,0,0,0,0,3,0,1,0,0,0,1,0,NA
4,4,2,3,5,N,4,2,4,INTER,Te,0,0,0,0,50,0,0,3,2,5,2,0,NA
4,4,2,4,6,N,4,2,4,INTER,Te,0,0,0,0,67,0,0,17,1,16,0,0,NA
4,4,2,3,7,Cd,4,2,4,INTER,Te,0,0,0,2,7,0,0,0,0,0,0,0,NA
4,4,2,4,8,Cd,4,2,4,INTER,Te,0,0,0,0,8,0,0,0,0,0,0,0,NA
4,4,2,3,9,N,4,2,10,INTER,Te,0,0,0,1,139,0,2,8,4,2,1,0,NA
4,4,2,4,10,N,4,2,10,INTER,Te,0,0,0,0,166,0,6,4,1,4,1,1,NA
4,4,2,3,11,Cd,4,2,10,INTER,Te,0,0,0,3,13,0,0,1,0,0,1,0,NA
4,4,2,4,12,Cd,4,2,10,INTER,Te,0,0,0,2,22,0,1,0,0,0,0,0,male Tu
4,4,3,3,1,N,4,2,2,INTER,Te,0,0,0,0,44,0,4,12,0,0,0,0,NA
4,4,3,4,2,N,4,2,2,INTER,Te,0,0,0,0,45,0,4,11,3,1,1,1,NA
4,4,3,3,3,Cd,4,2,2,INTER,Te,0,0,0,0,7,0,0,1,0,0,0,0,NA
4,4,3,4,4,Cd,4,2,2,INTER,Te,0,0,0,1,4,0,0,2,1,0,0,0,NA
4,4,3,3,5,N,4,2,4,INTER,Te,1,0,0,1,36,0,0,3,0,3,0,0,NA
4,4,3,4,6,N,4,2,4,INTER,Te,0,0,0,0,85,0,1,8,2,3,6,0,NA
4,4,3,3,7,Cd,4,2,4,INTER,Te,0,0,0,1,9,0,1,0,1,0,0,0,NA
4,4,3,4,8,Cd,4,2,4,INTER,Te,0,0,0,0,35,0,0,0,2,0,0,0,NA
4,4,3,3,9,N,4,2,10,INTER,Te,0,0,0,2,136,0,0,1,0,1,0,0,NA
4,4,3,4,10,N,4,2,10,INTER,Te,0,0,0,3,172,0,0,0,0,0,0,0,NA
4,4,3,3,11,Cd,4,2,10,INTER,Te,0,1,0,4,98,0,0,0,0,3,0,0,NA
4,4,3,4,12,Cd,4,2,10,INTER,Te,1,0,0,1,12,0,0,0,0,0,0,0,NA
4,4,1,3,1,N,2,4,2,INTER,Tu,0,0,0,0,21,0,1,5,0,0,3,2,NA
4,4,1,4,2,N,2,4,2,INTER,Tu,0,0,0,0,35,3,1,13,0,1,0,0,NA
4,4,1,3,3,Cd,2,4,2,INTER,Tu,1,0,0,0,4,0,0,3,0,0,0,0,NA
4,4,1,4,4,Cd,2,4,2,INTER,Tu,0,0,0,0,3,0,0,0,0,0,0,0,NA
4,4,1,3,5,N,2,4,4,INTER,Tu,1,0,0,0,32,0,0,4,0,1,2,0,NA
4,4,1,4,6,N,2,4,4,INTER,Tu,1,0,0,1,40,0,2,18,4,0,1,0,NA
4,4,1,3,7,Cd,2,4,4,INTER,Tu,1,0,0,1,2,0,0,2,0,0,0,0,NA
4,4,1,4,8,Cd,2,4,4,INTER,Tu,1,0,0,0,15,0,4,5,0,0,0,0,NA
4,4,1,3,9,N,2,4,10,INTER,Tu,0,0,0,1,105,0,2,4,4,0,0,0,NA
4,4,1,4,10,N,2,4,10,INTER,Tu,0,0,0,0,174,0,2,8,3,0,0,0,NA
4,4,1,3,11,Cd,2,4,10,INTER,Tu,1,0,0,1,92,0,4,16,3,0,0,0,NA
4,4,1,4,12,Cd,2,4,10,INTER,Tu,1,0,0,1,86,0,3,8,3,0,1,0,NA
4,4,2,3,1,N,2,4,2,INTER,Tu,0,0,0,0,33,0,0,4,0,1,0,0,NA
4,4,2,4,2,N,2,4,2,INTER,Tu,0,0,0,0,45,0,1,3,2,0,2,0,NA
4,4,2,3,3,Cd,2,4,2,INTER,Tu,1,0,0,1,3,0,0,0,2,0,0,0,NA
4,4,2,4,4,Cd,2,4,2,INTER,Tu,1,0,0,0,2,0,0,0,0,0,0,0,NA
4,4,2,3,5,N,2,4,4,INTER,Tu,0,0,0,1,51,0,2,7,1,0,0,0,NA
4,4,2,4,6,N,2,4,4,INTER,Tu,0,0,0,0,74,0,4,24,2,0,0,0,NA
4,4,2,3,7,Cd,2,4,4,INTER,Tu,1,0,0,0,9,0,2,1,2,0,0,0,NA
4,4,2,4,8,Cd,2,4,4,INTER,Tu,0,0,0,0,32,0,3,8,0,1,1,0,NA
4,4,2,3,9,N,2,4,10,INTER,Tu,1,0,0,0,130,0,2,3,9,0,0,0,NA
4,4,2,4,10,N,2,4,10,INTER,Tu,0,0,0,3,168,0,6,34,7,0,0,0,NA
4,4,2,3,11,Cd,2,4,10,INTER,Tu,0,0,0,2,28,0,6,12,0,0,0,0,NA
4,4,2,4,12,Cd,2,4,10,INTER,Tu,0,0,0,2,13,0,3,8,2,0,0,0,NA
4,4,3,3,1,N,2,4,2,INTER,Tu,0,0,0,0,24,0,1,3,0,2,2,0,NA
4,4,3,4,2,N,2,4,2,INTER,Tu,0,0,0,0,27,0,2,4,0,4,1,0,NA
4,4,3,3,3,Cd,2,4,2,INTER,Tu,0,0,0,0,2,0,0,0,0,0,0,1,NA
4,4,3,4,4,Cd,2,4,2,INTER,Tu,1,0,0,1,3,0,0,0,0,2,0,0,NA
4,4,3,3,5,N,2,4,4,INTER,Tu,0,0,0,0,44,0,7,5,6,0,0,1,NA
4,4,3,4,6,N,2,4,4,INTER,Tu,0,0,0,0,70,0,5,34,1,3,2,2,NA
4,4,3,3,7,Cd,2,4,4,INTER,Tu,1,0,0,2,8,0,1,2,0,0,0,0,NA
4,4,3,4,8,Cd,2,4,4,INTER,Tu,0,0,0,0,41,0,6,15,3,2,0,1,NA
4,4,3,3,9,N,2,4,10,INTER,Tu,0,0,0,2,61,0,0,0,0,0,0,0,NA
4,4,3,4,10,N,2,4,10,INTER,Tu,0,0,0,0,137,0,6,39,6,0,0,0,NA
4,4,3,3,11,Cd,2,4,10,INTER,Tu,0,0,0,3,38,0,5,12,4,0,1,1,NA
4,4,3,4,12,Cd,2,4,10,INTER,Tu,0,0,0,2,54,0,6,9,3,0,1,0,NA
4,4,1,3,1,N,2,5,2,INTER,Tu,0,1,0,0,7,0,0,0,0,1,1,0,NA
4,4,1,4,2,N,2,5,2,INTER,Tu,0,0,1,1,3,0,0,3,0,0,1,0,NA
4,4,1,3,3,Cd,2,5,2,INTER,Tu,0,0,0,0,5,0,0,1,0,0,1,0,NA
4,4,1,4,4,Cd,2,5,2,INTER,Tu,0,0,0,0,7,0,0,1,0,0,0,0,NA
4,4,1,3,5,N,2,5,4,INTER,Tu,1,0,0,0,33,0,,12,1,1,0,0,NA
4,4,1,4,6,N,2,5,4,INTER,Tu,0,0,0,0,100,0,20,39,9,4,0,0,NA
4,4,1,3,7,Cd,2,5,4,INTER,Tu,0,0,0,1,10,0,2,0,0,0,0,0,NA
4,4,1,4,8,Cd,2,5,4,INTER,Tu,1,0,0,1,8,0,1,2,0,0,0,0,NA
4,4,1,3,9,N,2,5,10,INTER,Tu,0,0,0,0,95,0,4,13,4,0,0,0,NA
4,4,1,4,10,N,2,5,10,INTER,Tu,0,0,0,1,133,0,10,33,4,1,1,0,NA
4,4,1,3,11,Cd,2,5,10,INTER,Tu,0,0,0,2,26,0,2,6,0,0,0,0,NA
4,4,1,4,12,Cd,2,5,10,INTER,Tu,0,0,0,2,17,0,0,5,0,0,0,0,NA
4,4,2,3,1,N,2,5,2,INTER,Tu,0,0,0,0,24,0,2,10,2,0,0,0,NA
4,4,2,4,2,N,2,5,2,INTER,Tu,0,0,0,0,27,0,1,9,0,1,3,1,NA
4,4,2,3,3,Cd,2,5,2,INTER,Tu,0,0,0,0,3,0,0,0,0,0,0,0,NA
4,4,2,4,4,Cd,2,5,2,INTER,Tu,0,0,0,0,4,0,0,0,0,0,0,0,NA
4,4,2,3,5,N,2,5,4,INTER,Tu,0,0,0,0,79,0,7,11,6,0,1,0,NA
4,4,2,4,6,N,2,5,4,INTER,Tu,0,0,0,0,30,0,12,10,1,2,2,2,NA
4,4,2,3,7,Cd,2,5,4,INTER,Tu,0,0,0,2,5,0,1,0,0,0,0,0,NA
4,4,2,4,8,Cd,2,5,4,INTER,Tu,0,0,0,1,7,0,0,3,0,0,0,0,NA
4,4,2,3,9,N,2,5,10,INTER,Tu,0,0,0,1,128,0,9,25,4,2,2,0,NA
4,4,2,4,10,N,2,5,10,INTER,Tu,0,0,0,0,147,0,10,12,7,4,0,0,NA
4,4,2,3,11,Cd,2,5,10,INTER,Tu,0,0,0,2,28,0,1,16,0,0,0,0,NA
4,4,2,4,12,Cd,2,5,10,INTER,Tu,0,0,0,0,36,0,3,14,2,0,0,0,NA
4,4,3,3,1,N,2,5,2,INTER,Tu,0,0,0,0,9,0,0,0,0,0,2,0,NA
4,4,3,4,2,N,2,5,2,INTER,Tu,0,0,0,0,16,0,2,5,0,0,5,0,NA
4,4,3,3,3,Cd,2,5,2,INTER,Tu,0,1,0,0,3,0,0,0,0,0,0,0,NA
4,4,3,4,4,Cd,2,5,2,INTER,Tu,0,0,0,0,4,0,0,1,0,0,0,0,NA
4,4,3,3,5,N,2,5,4,INTER,Tu,0,0,0,0,37,0,3,7,0,2,0,0,NA
4,4,3,4,6,N,2,5,4,INTER,Tu,0,0,0,0,64,0,5,14,5,2,2,1,NA
4,4,3,3,7,Cd,2,5,4,INTER,Tu,0,0,0,0,13,0,0,6,0,0,0,0,NA
4,4,3,4,8,Cd,2,5,4,INTER,Tu,0,0,0,0,16,0,2,8,1,1,0,0,NA
4,4,3,3,9,N,2,5,10,INTER,Tu,0,0,0,0,85,0,3,12,0,0,2,0,NA
4,4,3,4,10,N,2,5,10,INTER,Tu,0,0,0,0,102,0,6,19,5,2,0,0,NA
4,4,3,3,11,Cd,2,5,10,INTER,Tu,0,0,0,0,77,0,6,27,4,0,0,0,NA
4,4,3,4,12,Cd,2,5,10,INTER,Tu,0,0,0,1,20,0,0,4,0,0,2,0,NA
4,5,1,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,16,0,1,6,3,NA,NA,NA,NA
4,5,1,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,17,0,3,11,1,NA,NA,NA,NA
4,5,1,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,10,0,0,3,1,NA,NA,NA,NA
4,5,1,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
4,5,1,3,5,N,4,NA,2,INTRA,Te,0,0,0,0,35,0,3,12,2,NA,NA,NA,NA
4,5,1,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,54,0,5,16,6,NA,NA,NA,NA
4,5,1,3,7,Cd,4,NA,2,INTRA,Te,1,0,0,0,5,0,0,0,0,NA,NA,NA,NA
4,5,1,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,5,0,1,0,0,NA,NA,NA,NA
4,5,1,3,9,N,4,NA,4,INTRA,Te,0,1,0,0,70,5,5,18,9,NA,NA,NA,NA
4,5,1,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,68,0,8,40,3,NA,NA,NA,NA
4,5,1,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,5,0,0,1,0,NA,NA,NA,NA
4,5,1,4,12,Cd,4,NA,4,INTRA,Te,1,0,0,0,28,0,5,5,3,NA,NA,NA,NA
4,5,1,3,13,N,4,NA,10,INTRA,Te,0,1,0,0,125,0,13,24,10,NA,NA,NA,NA
4,5,1,4,14,N,4,NA,10,INTRA,Te,0,4,0,0,114,0,27,42,15,NA,NA,NA,NA
4,5,1,3,15,Cd,4,NA,10,INTRA,Te,0,0,0,0,15,0,1,0,1,NA,NA,NA,NA
4,5,1,4,16,Cd,4,NA,10,INTRA,Te,0,2,0,0,27,2,4,0,0,NA,NA,NA,NA
4,5,2,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,1,0,0,1,0,NA,NA,NA,NA
4,5,2,4,2,N,4,NA,1,INTRA,Te,0,0,0,0,17,0,1,5,1,NA,NA,NA,NA
4,5,2,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,4,0,0,0,1,NA,NA,NA,NA
4,5,2,4,4,Cd,4,NA,1,INTRA,Te,0,1,0,0,2,0,0,1,0,NA,NA,NA,NA
4,5,2,3,5,N,4,NA,2,INTRA,Te,0,1,0,0,52,0,11,34,3,NA,NA,NA,NA
4,5,2,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,14,0,0,8,0,NA,NA,NA,NA
4,5,2,3,7,Cd,4,NA,2,INTRA,Te,1,0,0,0,5,0,0,0,0,NA,NA,NA,NA
4,5,2,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,4,0,0,1,2,NA,NA,NA,NA
4,5,2,3,9,N,4,NA,4,INTRA,Te,0,0,0,0,71,0,10,15,7,NA,NA,NA,NA
4,5,2,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,52,0,31,16,4,NA,NA,NA,NA
4,5,2,3,11,Cd,4,NA,4,INTRA,Te,3,0,0,0,1,0,0,3,1,NA,NA,NA,NA
4,5,2,4,12,Cd,4,NA,4,INTRA,Te,1,0,0,0,8,3,0,1,0,NA,NA,NA,NA
4,5,2,3,13,N,4,NA,10,INTRA,Te,1,0,0,0,41,0,0,3,2,NA,NA,NA,NA
4,5,2,4,14,N,4,NA,10,INTRA,Te,0,1,0,0,145,0,17,16,25,NA,NA,NA,NA
4,5,2,3,15,Cd,4,NA,10,INTRA,Te,5,0,0,0,7,0,1,0,0,NA,NA,NA,NA
4,5,2,4,16,Cd,4,NA,10,INTRA,Te,0,0,0,0,23,1,4,7,2,NA,NA,NA,NA
4,5,3,3,1,N,4,NA,1,INTRA,Te,0,0,0,0,17,0,4,11,2,NA,NA,NA,NA
4,5,3,4,2,N,4,NA,1,INTRA,Te,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,In relation with the column FocalDead: 2 females
4,5,3,3,3,Cd,4,NA,1,INTRA,Te,0,0,0,0,3,0,0,1,0,NA,NA,NA,NA
4,5,3,4,4,Cd,4,NA,1,INTRA,Te,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA
4,5,3,3,5,N,4,NA,2,INTRA,Te,1,0,0,0,1,0,0,1,0,NA,NA,NA,NA
4,5,3,4,6,N,4,NA,2,INTRA,Te,0,0,0,0,5,0,1,4,0,NA,NA,NA,NA
4,5,3,3,7,Cd,4,NA,2,INTRA,Te,0,0,0,0,5,0,0,1,1,NA,NA,NA,NA
4,5,3,4,8,Cd,4,NA,2,INTRA,Te,1,0,0,0,11,0,2,5,0,NA,NA,NA,NA
4,5,3,3,9,N,4,NA,4,INTRA,Te,1,0,0,0,22,0,5,7,6,NA,NA,NA,NA
4,5,3,4,10,N,4,NA,4,INTRA,Te,0,0,0,0,9,0,4,2,0,NA,NA,NA,NA
4,5,3,3,11,Cd,4,NA,4,INTRA,Te,0,0,0,0,12,0,4,5,2,NA,NA,NA,NA
4,5,3,4,12,Cd,4,NA,4,INTRA,Te,0,0,0,0,14,0,0,6,3,NA,NA,NA,NA
4,5,3,3,13,N,4,NA,10,INTRA,Te,0,1,0,0,70,0,19,29,4,NA,NA,NA,NA
4,5,3,4,14,N,4,NA,10,INTRA,Te,0,0,0,0,84,0,10,38,4,NA,NA,NA,NA
4,5,3,3,15,Cd,4,NA,10,INTRA,Te,0,0,0,0,33,0,11,16,4,NA,NA,NA,NA
4,5,3,4,16,Cd,4,NA,10,INTRA,Te,0,0,1,0,18,2,5,7,0,NA,NA,NA,NA
4,5,1,3,1,N,4,2,2,INTER,Te,0,0,0,0,11,0,0,7,0,0,6,0,NA
4,5,1,4,2,N,4,2,2,INTER,Te,0,0,0,0,23,0,3,8,2,3,1,0,NA
4,5,1,3,3,Cd,4,2,2,INTER,Te,1,0,0,0,0,0,0,0,0,4,1,0,NA
4,5,1,4,4,Cd,4,2,2,INTER,Te,0,0,0,0,3,0,0,0,0,0,0,0,NA
4,5,1,3,5,N,4,2,4,INTER,Te,0,0,0,1,11,0,1,2,0,1,1,1,NA
4,5,1,4,6,N,4,2,4,INTER,Te,0,0,0,0,49,0,1,6,0,3,8,0,NA
